model,variant,topology,freq_set,param_label,K,zero_lag_group_sync_success,phase_locked_group_success,phase_sync_success,frequency_lock_success,one_to_one_flash_lock_success,final_frequency_spread_hz,flash_count_ratio,extra_flash_rate_hz,mean_pairwise_timing_error_s,mean_pairwise_offset_jitter_s,mean_order_parameter_R,sync_diagnostic_label
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.725205,1.5333,0.8,0.122353,0.13419,0.972867,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.725205,1.5333,0.8,0.122353,0.13419,0.972867,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,all_to_all,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.725205,1.5333,0.8,0.122353,0.13419,0.972867,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptTrue_g0.05_mpc0.2,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.165085,0.077007,0.97071,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.165085,0.077007,0.97071,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.165085,0.077007,0.97071,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.165085,0.077007,0.97071,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.165085,0.077007,0.97071,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.308527,1.1667,0.3,0.148966,0.150491,0.970412,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.308527,1.1667,0.3,0.148966,0.150491,0.970412,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.308527,1.1667,0.3,0.148966,0.150491,0.970412,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.308527,1.1667,0.3,0.148966,0.150491,0.970412,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.308527,1.1667,0.3,0.148966,0.150491,0.970412,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.725205,1.5333,0.8,0.122353,0.13419,0.972867,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.725205,1.5333,0.8,0.122353,0.13419,0.972867,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.725205,1.5333,0.8,0.122353,0.13419,0.972867,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.725205,1.5333,0.8,0.122353,0.13419,0.972867,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,all_to_all,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.725205,1.5333,0.8,0.122353,0.13419,0.972867,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,near_identical,biphasic_sine eps=0.1,,False,False,False,True,True,0.0,1.0,0.0,0.177119,0.038504,0.966714,phase_not_synchronised
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,moderate_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,True,0.301968,1.1667,0.3,0.144828,0.138301,0.970464,frequency_not_locked
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.1,directed_chain,strong_heterogeneity,biphasic_sine eps=0.1,,False,False,False,False,False,0.720742,1.5333,0.8,0.124314,0.133215,0.971452,extra_flashes_or_harmonic_locking
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.2,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.2,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.2,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
pco_adaptive_prc,biphasic_sine_eps0.1_adaptFalse_g0.0_mpc0.2,all_to_all,identical,biphasic_sine eps=0.1,,True,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,full_group_sync
